ticker
DLR
O
VICI
SPG
ARE
VTR
WELL
EQR
ESS
AVB
MAA
EXR
PSA
CUBE
REXR
NEE
DUK
SO
AEP
XEL
ED
EIX
PCG
FE
NI
LNT
CMS
WEC
D
PPL
ETR
EXC
AES
TSM
ASML
NVO
SAP
TM
HMC
SONY
MELI
NU
BABA
BIDU
JD
PDD
SE
GLOB
WIT
INFY
HDB
PETR3.SA
PETR4.SA
VALE3.SA
ITUB4.SA
ITUB3.SA
BBDC4.SA
BBDC3.SA
BBAS3.SA
BPAC11.SA
B3SA3.SA
ABEV3.SA
WEGE3.SA
SUZB3.SA
RENT3.SA
LREN3.SA
MGLU3.SA
SANB11.SA
SANB3.SA
SANB4.SA
BBSE3.SA
IRBR3.SA
CIEL3.SA
PSSA3.SA
QUAL3.SA
BRSR6.SA
BMGB4.SA
PINE4.SA
ABCB4.SA
CSAN3.SA
VBBR3.SA
RRRP3.SA
PRIO3.SA
UGPA3.SA
RAIZ4.SA
RECV3.SA
ENEV3.SA
ELET3.SA
ELET6.SA
CMIG4.SA
CMIG3.SA
CPLE6.SA
CPLE3.SA
EGIE3.SA
TAEE11.SA
NEOE3.SA
AURE3.SA
ALUP11.SA
ENGI11.SA
SAPR11.SA
SAPR4.SA
SBSP3.SA
CSMG3.SA
TRPL4.SA
CPFE3.SA
AESB3.SA
CESP6.SA
ENBR3.SA
CSNA3.SA
CMIN3.SA
GGBR4.SA
GGBR3.SA
GOAU4.SA
GOAU3.SA
USIM5.SA
USIM3.SA
BRAP4.SA
BRAP3.SA
FESA4.SA
KLBN11.SA
KLBN4.SA
DXCO3.SA
JBSS3.SA
BRFS3.SA
MRFG3.SA
BEEF3.SA
SLCE3.SA
SMTO3.SA
CAML3.SA
MDIA3.SA
SOJA3.SA
AGRO3.SA
LAND3.SA
TTEN3.SA
CRFB3.SA
ASAI3.SA
PCAR3.SA
ALPA4.SA
ALPA3.SA
GRND3.SA
ARZZ3.SA
VULC3.SA
CEAB3.SA
BHIA3.SA
SOMA3.SA
NTCO3.SA
HGTX3.SA
VSTE3.SA
CGDR3.SA
RADL3.SA
PETZ3.SA
RDOR3.SA
HAPV3.SA
HYPE3.SA
FLRY3.SA
ODPV3.SA
PARD3.SA
DASA3.SA
SEER3.SA
ANIM3.SA
ONCO3.SA
TOTS3.SA
LWSA3.SA
INTB3.SA
POSI3.SA
CASH3.SA
VIVT3.SA
TIMS3.SA
AZUL4.SA
GOLL4.SA
EMBR3.SA
RAIL3.SA
CCRO3.SA
ECOR3.SA
TGMA3.SA
POMO4.SA
POMO3.SA
MOVI3.SA
VAMO3.SA
STBP3.SA
JSL3.SA
SIMH3.SA
LEVE3.SA
MYPK3.SA
FRAS3.SA
RAND3.SA
TUPY3.SA
MRVE3.SA
CYRE3.SA
EZTC3.SA
TEND3.SA
JHSF3.SA
EVEN3.SA
DIRR3.SA
MULT3.SA
IGTI11.SA
LOGG3.SA
MTRE3.SA
CURY3.SA
HGLG11.SA
KNRI11.SA
XPML11.SA
VISC11.SA
HFOF11.SA
BRCR11.SA
MXRF11.SA
KNCR11.SA
IRDM11.SA
HSML11.SA
PVBI11.SA
BCFF11.SA
VRTA11.SA
RECR11.SA
JSRE11.SA
COGN3.SA
YDUQ3.SA
ZAMP3.SA
GFSA3.SA
